"Image","Title","Rating","Price","Ad_Type"
"https://m.media-amazon.com/images/I/710T7opADkL._AC_UY218_.jpg","ASUS TUF A16 (2026), AMD Ryzen 7 170 Processor,RTX 4050-6GB, 16GB RAM, 512GB SSD, FHD+, 16""(40 cm), Windows 11 Home, M365 Basic(1 Year)* Office 2024, Mecha Gray, 2.2 Kg, FA607NUQ-RL047WS,Gaming Laptop","4.5","₹99,990","Organic"
"https://m.media-amazon.com/images/I/71i8sUwTjoL._AC_UY218_.jpg","Lenovo {Smartchoice} Idea Tab Pro with Pen Plus|12.7"" 3K Display|144 Hz Refresh|12 GB RAM, 256 GB ROM| AI-Enabled| MediaTek Dimensity 8300|Quad JBL Speakers|10200 mAh Battery with 45 W Charger|WiFi 6e","4.4","₹33,999","Organic"
"https://m.media-amazon.com/images/I/71JEGsayyGL._AC_UY218_.jpg","acer Aspire Lite 12th Gen Intel Core i3-1215U Premium Metal Laptop (Windows 11 Home/16 GB RAM/512GB SSD) AL15-52, 39.62cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 Kg","4.1","₹49,990","Organic"
"https://m.media-amazon.com/images/I/71Zvgr61FxL._AC_UY218_.jpg","HP Professional 14 (2026), Intel (i5 14th Gen) Core 5 120U - (16 GB/512 GB SSD/Intel Iris Xe Graphic/Windows 11 Home) Business Laptop/14.0"" FHD/Backlit + FingerPrint/Silver/Copilot Key/1.4kg/MS Office","3.5","₹63,410","Organic"
"https://m.media-amazon.com/images/I/61UzKi7ALhL._AC_UY218_.jpg","Apple 2026 MacBook Pro Laptop with M5 Pro chip with 18‑core CPU and 20‑core GPU: Built for AI, 35.97 cm (14.2″) Liquid Retina XDR Display, 24GB Unified Memory, 2TB SSD Storage; Silver","N/A","₹2,96,990","Ad"
"https://m.media-amazon.com/images/I/718d4Eu7cFL._AC_UY218_.jpg","Apple 2026 MacBook Air 15″ Laptop with M5 chip: AI and Apple Intelligence, 38.91 cm (15.3″) Liquid Retina Display, 24GB Unified Memory, 1TB SSD Storage, 12MP Center Stage Camera, Touch ID; Midnight","5.0","₹1,72,000","Ad"
"https://m.media-amazon.com/images/I/71YeigfZCuL._AC_UY218_.jpg","ASUS Gaming V16 (2025) 14th Gen,Intel Core 7 240H Gaming Laptop (RTX 4050-6GB/16GB RAM/512GB SSD/Windows 11 Home/16/144Hz/M365*/Office Home 2024, Matte Black,1.95 Kg),V3607VU-RP275WS","4.4","₹92,990","Organic"
"https://m.media-amazon.com/images/I/51Ttl4ZgM7L._AC_UY218_.jpg","Lenovo Thinkpad P14s Intel Core Ultra 9 185H 14.5""(36.83 cm) WUXGA IPS 300Nits, AI Ready Workstation (32GB/1TB SSD/Windows 11 Pro/Backlit/Intel Graphics/Black/3Y Premier Warranty/1.61Kg), 21G2S04P00","5.0","₹1,99,999","Organic"
"https://m.media-amazon.com/images/I/61+jOMbYhYL._AC_UY218_.jpg","Apple 2026 MacBook Pro Laptop with M5 Pro chip with 15‑core CPU and 16‑core GPU: Built for AI, 35.97 cm (14.2″) Liquid Retina XDR Display, 24GB Unified Memory, 1TB SSD Storage; Space Black","5.0","₹2,34,900","Organic"
"https://m.media-amazon.com/images/I/41r9Iz4j3LL._AC_UY218_.jpg","Lenovo ThinkPad E14, AMD Ryzen 5 7535HS, 16GB RAM, 512GB SSD, WUXGA IPS 14” (35.56cm), Windows 11 Pro, Black, 1.42Kg, 21M3008UIG, Fingerprint, Backlit, 300 Nits, 3Y Premier Warranty, Laptop","N/A","₹1,12,499","Organic"
"https://m.media-amazon.com/images/I/81Iu6HQRSYL._AC_UY218_.jpg","Lenovo LOQ, 13th Gen Intel Core i7 13700HX, RTX 5050-8GB, 16GB RAM, 1TB SSD, FHD, 15.6""/39.6cm, 144Hz, Windows 11, Office 2024, Grey, 2.4Kg, 440 AI Tops, 3 Mon. Game Pass, 83JE00U7IN, AI Gaming Laptop","4.2","₹1,19,900","Organic"
"https://m.media-amazon.com/images/I/71TyZ4JfBrL._AC_UY218_.jpg","Dell 15, R5-7520U Processor, 8GB LPDDR5 RAM, 512GB SSD, FHD 15.6""/39.62 cm Display, Windows 11 Home, Carbon Black, 1.63kg, Standard Keyboard, 15 Month McAfee, Thin & Light Laptop","N/A","₹52,490","Organic"
"https://m.media-amazon.com/images/I/61NJjTxLyiL._AC_UY218_.jpg","Apple 2026 MacBook Pro Laptop with M5 Pro chip with 18‑core CPU and 20‑core GPU: Built for AI, 41.05 cm (16.2″) Liquid Retina XDR Display, 24GB Unified Memory, 1TB SSD Storage; Silver","3.9","₹2,81,900","Organic"
"https://m.media-amazon.com/images/I/71G3hXXBEWL._AC_UY218_.jpg","ASUS Vivobook S14,Smartchoice,AMD Ryzen AI 7 350,16GB RAM,1TB SSD,OLED,14"",Windows 11, Office24,M365 Basic (1Yr)*, Matte Gray,1.4Kg, M3407KA-SF049WS,50 Tops,Metallic Design,Next-Gen AI Laptop,Copilot+","4.0","₹75,990","Organic"
"https://m.media-amazon.com/images/I/61+jOMbYhYL._AC_UY218_.jpg","Apple 2026 MacBook Pro Laptop with M5 Pro chip with 18‑core CPU and 20‑core GPU: Built for AI, 35.97 cm (14.2″) Liquid Retina XDR Display, 24GB Unified Memory, 2TB SSD Storage; Space Black","5.0","₹2,91,300","Ad"
"https://m.media-amazon.com/images/I/718Ori0rXpL._AC_UY218_.jpg","Apple 2026 MacBook Air 15″ Laptop with M5 chip: AI and Apple Intelligence, 38.91 cm (15.3″) Liquid Retina Display, 16GB Unified Memory, 512GB SSD Storage, 12MP Center Stage Camera, Touch ID; Sky Blue","5.0","₹1,38,990","Ad"
